91,Taipei LeeChi Cake Shop 台北犁記,Daily 09:00-21:00,"No. 67, Sec. 2, Chang An E. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Songjiang Nanjing,https://www.travel.taipei/en/gourmet/details/570,
92,Formosa Chang 鬍鬚張美食文化館,"Once a solitary food stall next to Shuanglian Market, Formosa Chang has grown into an international chain with 29 restaurants in Taiwan and four in Japan. The house specialty is Taiwanese-style soy stewed meats served on rice. The restaurant's trademark dish won the ""Most Popular Award"" at the 9th Taipei Traditional Food Carnival. This is a good spot for an authentic taste of local cuisine.
Daily 10:00~01:30","No. 62, Ningsia Rd., Datong Dist., Taipei City Taiwan, R.O.C",Shuanglian,https://www.travel.taipei/en/gourmet/details/611,
93,Chien Hsiang Foods: Pork Floss 千翔食品-招牌豬肉鬆,Mon-Sun. AM09:00-PM10:00,"No.281, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City Taiwan, R.O.C",Nanjing Sanmin,https://www.travel.taipei/en/gourmet/details/583,
94,Dai Shui Lou 點水樓(南京店),"A lot of literator also are connoisseurs of culinary art, and Dian Shui Lou's specialist is making the cuisines out of those literators' novels. As a Jiangsu-Zhejiang style Chinese restaurant, Dian Shui Lou not only provides gourmet cuisines but also tries to keep Chinese dining literature and make it alive in the modern world. So when you are enjoying the famous Steam Dumplings with Minced Pork & Crab Roe Meat in Dian Shui Lou, you're actually experiencing the subtle Chinese dining culture.
Daily am11:00-14:30；pm17:30-22:00","1F., No.61, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City Taiwan, R.O.C",Taipei Arena,https://www.travel.taipei/en/gourmet/details/584,
95,Wang De Chuan Tea House 王德傳茶莊,10:00~21:00,"No.95, Sec 1, ZongShan N Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan,https://www.travel.taipei/en/gourmet/details/598,
96,Nanjichang Night Market 南機場夜市,Hours: 05:00~24:00,"Zhonghua Rd. Sec. 2, between Alleys No. 307 and 315, Zhongzheng Dist., Taipei City Taiwan, R.O.C",Xiaonanmen,https://www.travel.taipei/en/gourmet/details/590,
97,Din Tai Fung 鼎泰豐,"Din Tai Fung is well-known for its delicacies； especially dishes like Steamed Pork Dumplings, Steamed Chicken Soup, and Fried Rice with Eggs and Shrimps are classic cuisines with high recommendations. The new developed dishes, ＂Shrimp-and-Pork Wontons in Red Chili Oil＂ and ＂Pork-and-Vegetable Wontons in Red Chili Oil＂, are spicy, delicious, and most important of all, with the scent of Chinese herbal medicine. In recent year, Din Tai Fung keeps computerizing operations to improve their services and efficiency which win them a good reputation in restaurants industry.
Mon.-Fri.10:00-21:00 Sat./Sun./Holiday09:00-21:00","No. 194, Sec. 2, Xinyi Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Dongmen,https://www.travel.taipei/en/gourmet/details/561,
98,Hong Shihfu Beef Noodles 洪師父牛肉麵,"The owner of this 20-plus-year-old eatery approaches the dining experience with equal shares of fastidiousness and heart. Years of culinary experience and strictly selected choice beef combine to create some of Taipei's most distinctive tasting beef noodles. Hong Shihfu took second place in the 2006 Taipei International Newrow Mian Festival and it came home from the 2007 festival with a double crown.Beef noodles aside, Hong Shihfu is also known for its scallion steamed buns, butter steamed buns, beef wraps and other treats. The house soymilk and coix seed milk are super thick, healthy and packed with flavor.
Mon.-Sun. 11:00~24:00","No.72, Sec. 2, Jianguo N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Songjiang Nanjing,https://www.travel.taipei/en/gourmet/details/603,
99,688 Beef Bowl 牛爸爸牛肉麵店,Daily 11:00-21:00,"No.149, Sec. 6, Minquan E. Rd., Neihu Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/gourmet/details/553,
100,Jinshan Fish Balls and Minced Meat on Rice 金仙魚丸滷肉飯,"Located at the Sun Square, this 20-year-old eatery does a thriving business. In addition to its award-winning minced meat on rice dishes, Jinshan reels in diners (and the media coverage) with its delicious shrimp rolls and spareribs on rice.
Mon~Sat 11:00 to 20:30","No. 1-2, Alley 3, Lane 115, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Songjiang Nanjing,https://www.travel.taipei/en/gourmet/details/599,
101,Duck and Traditional Goose Restaurant 鴨肉扁,"Duck meat was the sole house specialty of this eatery when it first opened in 1950, but after two years of mediocre business the owners added goose to the menu. Business picked up and the restaurant has now been going strong under the management of three generations of family owners. The restaurant uses a local goose variety called ""lion goose"" or ""Taiwan goose."" The high-quality meat has a firm texture and fresh taste. The rice and wheat noodle soups here are made with a thick broth of stewed goose and absolutely no MSG.
Daily 09:30 to 22:30","No.98-2, Sec. 1, Zhonghua Rd., Wanhua Dist., Taipei City Taiwan, R.O.C",Ximen,https://www.travel.taipei/en/gourmet/details/644,
102,Guang Fang Yuan 廣方圓茗茶,Am09:00~Pm22:00,"No.7, Ln. 72, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Shuanglian,https://www.travel.taipei/en/gourmet/details/625,
103,"Orchid Room, Brother Hotel 兄弟大飯店-蘭花廳","Brother Hotel’s ""Taiwanese Cuisine Orchid Room"" will be always the best place for either giving a feast or just having some snakes to taste all kinds of traditional Taiwanese cuisines. From soft and tender Fried Dried Radish Omelet with high nutritive value, Fried Milk Fish, rice porridge, Tainan style peddler noodles, to Orchid Room’s specialties like Sauteed Pig’s Liver, Stirfried Clams with Soy-bean Sauce, and Stir-fried Oysters with Fermented Soybeans are all foodies’ best choices.
Daily 11:00~15:00 & 17:00~22:30","No. 255, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei City Taiwan, R.O.C",Nanjing Fuxing,https://www.travel.taipei/en/gourmet/details/610,
104,Eastern Ice Store 東區粉圓,"Located next to the ATT and Ming Yao department stores, this shop has been serving up traditional handmade starch ball desserts for over 20 years. Sinfully sweet and generously portioned, these treats are made with the best ingredients and no artificial flavoring. As a testimony to its uncompromising attitude to quality, the shop won the ""ROC Consumers Association Golden Award"" and ""Customer Satisfaction Gold Award.""
Daily11:00~23:30","No. 38, Lane 216, Sec. 4, Zhongxiao E. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Zhongxiao Dunhua,https://www.travel.taipei/en/gourmet/details/631,
105,Citystar 24H HK Style Restaurant 京星港式飲茶,"Located at the intersection of Zhongxiao E. Rd. Dunhua S. Rd., this dim sum restaurant is open around the clock for diners seeking a late-night snack. The Citystar group operates another dim sum eatery called Luckstar as well as a Japanese restaurant called Yu Fu In. High-end service, reasonable prices, made-to-order dishes, and fresh ingredients have all contributed to the restaurant's success.
24-hours; Open daily
Booking time: 【First hall】Weekdays:11:30~14:00, 17:00~18:30; no accepting on hohiday
【Second hall】2F., No.166, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106","2F, No. 216, Sec. 1, Dunhua S. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Zhongxiao Dunhua,https://www.travel.taipei/en/gourmet/details/624,
106,"Pearl Liang Chinese Seafood Restaurant, Grand Hyatt Taipei 臺北君悅酒店-漂亮台式海鮮餐廳","Pearl Liang Chinese Seafood Restaurant of Hyatt Hotel Taipei interprets Cantonese cuisines creatively and innovatively. The chef’s recommendation ""Steamed Shrimp Balls Bundled with Ham and Salted Duck Yolk"" contains the essence of Cantonese cuisine: daintily, crispy, delicate and tender tastes. Other specialties like ""Bean Curd with Elm Fungus and Mushrooms"", ""Boiled Abalone with Chinese Yam and Sesame Sauce"", and ""Stir-Fried Salted Beef Tenderloin with Pineapple and Ginger"", truly represent the delicate and dainty of Cantonese cuisines, and give gourmets a distinctive experience.
Mon.-Sun./Holiday pm11:30～14:30；pm18:00～21:30","2F., No.2, Songshou Rd., Xinyi Dist., Taipei City Taiwan, R.O.C",Taipei 101/World Trade Center,https://www.travel.taipei/en/gourmet/details/633,
107,Yuan Yuan Restaurant at the Grand Hotel 台北圓山大飯店圓苑餐廳,"Daily 10:00~15:00, 15:00~21:00","No. 1, Sec. 4, Zhongshan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Jiantan,https://www.travel.taipei/en/gourmet/details/627,
108,Tu Hsiao Yueh Dan-tsu Noodles 度小月擔仔麵,"Founded in Tainan 104 years ago, Tu Hsiao Yueh has brought its traditional flavors north to Taipei. The danzih noodles here are made with minced meat stewed at a high temperature and served with sprouts, dried shrimp, cilantro, pureed garlic and black vinegar. Each small bowl is packed with a distinctive old-time flavor that is also reflected in the restaurant decor.
11:30~23:00, Sunday:11:30~21:30","1F., No. 12, Alley 8, Lane 216, Sec. 4, Zhongxiao E. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Zhongxiao Dunhua,https://www.travel.taipei/en/gourmet/details/615,
109,Yue Hua Shyuan 悅華軒酒樓,"Singer-actor Wakin Chau brought all of the flavors from his native Guangdong to this Cantonese restaurant venture. Seasonal dishes, well-balanced flavors and healthy ingredients are the trademarks of this popular Taipei eatery. The dried shrimp rice rolls and steamed fish are house specialties. Make sure to also try the rice hot pot with cured meats and the enticing dim sum selections.
Mon.-Fri.:11:30 - 14:30、17:30 - 21:30
Sat.-Sun.:11:00 - 14:30、17:00 - 21:30","2F, No. 283, Sec. 1, Fusing S. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Daan,https://www.travel.taipei/en/gourmet/details/608,
110,Rose House 古典玫瑰園,"This Victorian-themed teahouse chain was founded by a person with a passion for roses. If you want to enjoy English-style high tea is an ambiance of quiet elegance, Rose House is the place to go in Taipei.
Sun~Thurs 11:00 to 22:00; Fri & Sat 11:00 to 23:00","No. 95, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Songjiang Nanjing,https://www.travel.taipei/en/gourmet/details/621,
111,Hong-Pai Beef Noodles and Dumplings Restaurant 紅牌牛肉麵餃子館,"The beef broth is cooked slowly at very fine flame for the whole day. The broth looks clear but well reserves all the vegetables and beef's flavor, and most important of all is Hong-Pai only uses the local beef for their beef noodles, that's why Hong-Pai was voted the first place for the best beef noodles at internet in 2007. Besides, both the Dumplings in Red Chili Oil and the Baked Wheat Rolls (known locally as Shaobing) with beef are also popular items at Hong-Pai, so people always like to buy them home and share with friends and families.
Daily am11:00-02:30；pm17:00-20:30，Closed on Mon.","1F., No.25, Lane 175, Sec. 2, Heping E. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Technology Building,https://www.travel.taipei/en/gourmet/details/617,
112,Ji-fan 喫飯食堂,"It mainly serves traditional Taiwanese popular dishes. The rice mixed with pork oil has a memorable smell because of using high quality oil. In addition, the uncommon Yilan ancient braised pork and fry pork liver are greatly recomended.
Daily 11:30~14:00、17:00~21:00","No. 5, Lane 8, Yongkang St., Da'an Dist., Taipei City Taiwan, R.O.C",Dongmen,https://www.travel.taipei/en/gourmet/details/622,
113,Yin Yih Restaurant 銀翼餐廳,"300 years ago, monk Wensi prepared a delicious tofu dish for the Empire. Now Yin Yih Restaurant represents this Monk Wensi Tofu with the state of art culinary skill to shred 4 square inches tofu into almost 5,000 strips, and cook with chicken, bamboo shoots, and Chinese ham.
 
 By serving the original recipes to celebrities and public, Yin Yih Restaurant, opened since 1947, has always been the best place where people looking for traditional and formal banquet of Chinese delicacies.
Daily am10:00-14:00，pm17:00-21:00","2F., No.18, Sec. 2, Jinshan S. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Dongmen,https://www.travel.taipei/en/gourmet/details/626,
114,Sheraton Taipei Hotel~Pizza Pub 喜來登大飯店-比薩屋,"Lunch 11:30~14:30 
Dinner 18:00~22:00","B1, No.12, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Shandao Temple,https://www.travel.taipei/en/gourmet/details/616,
115,Hai Pa Wang Restaurant (flagship branch) 海霸王旗艦店,"The flagship branch of Hai Pa Wang Restaurant at the intersection of Zhongshan N. Rd. and Minzu E. Rd. features a 9,900 m2 interior designed by a British artist. Among the restaurant’s modernist details, the picture windows offer a view of the Grand Hotel in the distance, which is particularly dazzling at sunset! 
The ground-floor “Gold Medal Hot Pot” promises to meet your gastronomic needs with delicate soups, in addition to a colorful array of seafood and meat options. 
On the second floor, a seafood buffet is known for a collection of salads as well as international cuisines. Also available in Hai Pa Wang are lobsters, shark fins and abalones of the best quality and the most authentic Taiwanese delicacies; catering services are available at any location you desire. 
A perfect venue for wedding receptions, the restaurant offers newlywed couples a comprehensive “dream wedding” package with qualified facilities and attending staff. 
Weekdays: 11:30-14:00, 17:30-21:30
Weekends: 11:00-14:00, 17:00-21:30","No. 59, Sec. 3, Zhongshan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Yuanshan,https://www.travel.taipei/en/gourmet/details/659,
116,Yi-xiang Yu 逸鄉園客家料理,"Its chefs are trained in the classical Hakka cuisine and adjust to customers' favors. Stir-fry Squid is one of recommended appetizers, which the squid tastes pliable but strong. Hakka salty riceball soup also is one of its famous meals. Its riceballs are moderately salty and the soup is perfect!
11:30-14:30、17:30-21:30","1F, No. 152, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Shandao Temple,https://www.travel.taipei/en/gourmet/details/623,
117,Bakery Cake 留乃堂烘焙坊,"Sweet-tooths line up daily for the handmade strawberry daifuku and other tasty treats at Bakery Cake.
 This much-loved bakery was founded as a nougat shop by a confectioner trained in Switzerland and Japan. To keep up with demand, the bakery has set up three branches. The owner is constantly introducing new treats, but traditional and European breads, puff pastries, flaky pineapple cake, and strawberry daifuku (Japanese mochi filled with adzuki bean paste and a whole strawberry) are the house specialties. High quality, friendly service, and fresh-from-the-oven goodness have earned Bakery Cake a gold-medal reputation.
Daily 6:30 - 22:45","No.21, Minsheng W. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Shuanglian,https://www.travel.taipei/en/gourmet/details/628,
118,Shanghai Pavilion 上海醉月樓,"Acclaimed as “Taipei's Best Shanghainese Restaurant”, Shanghai Pavilion offers a wide variety of palatable creations and an excellent selection of both Chinese and Western liquors and teas. Connoisseurs of fine dining are guaranteed a delightful culinary experience, contemporary surroundings, and unparalleled views of Taipei City.
11:30 am ~ 2:30 pm
6:00 pm ~ 9:30 pm
備註事項:mail:foodandbeverage.tpe@shangri-la.com","39F, 201 Tun Hwa South Road, Section 2, Da'an Dist., Taipei City Taiwan, R.O.C",Liuzhangli,https://www.travel.taipei/en/gourmet/details/620,
119,Taiyi Milk King 臺一牛奶大王,"Open daily: 10:00am~24:00am, Holiday: Chinese New Year
During autumn there’s also a rice dumpling. Each one is so fully stuffed, so big that it can’t even fit on a spoon. The skin is chewy and the stuffing is rich. No matter whether it’s the salty pork rice-dumplings, sesame rice-dumplings or peanut rice-dumplings etc, the level of saltiness and sweetness is made to perfection, which is why business is always so good. Especially during the Lantern festival season, there’s always a long line in front of the store. 
No matter whether it’s Taiyi Milk King’s shaved-ice products or rice-dumplings, they are all very popular. Taiyi Milk King always has something delicious to eat throughout the year.","No.82, Sec. 3, Xinsheng S. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Gongguan,https://www.travel.taipei/en/gourmet/details/630,
120,Lan's Taiwanese Sandwich Shop 藍家割包,"Located in the Gongguan area, this shop is a popular spot for hungry students from nearby National Taiwan University. Taiwanese sandwiches are made from a sliced steamed bun filled with a mix of fat and lean soy stewed meat, cilantro, peanut powder, and pickled Chinese mustard or pickled cabbage. Lan's serves up an especially tasty version of this traditional snack. Make sure to also try the ""Four Spirits"" soup, made with a concoction of fortifying Chinese medicinal herbs.
Daily 11:00-24:00","No. 3, Alley 8, Lane 316, Sec. 3, Roosevelt Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Gongguan,https://www.travel.taipei/en/gourmet/details/619,
121,Hsu's bakery 許家班餅舖 Hsu's bakery,"Hsu’s Bakery won the innovation award in a pineapple cake competition for its green tea rendition of this traditional sweet. The bakery’s original-flavor pineapple cake, baked to perfectly flaky texture and not too sweet, is another worthwhile treat that will have you coming back for more.
 
 Make sure to save room for Hsu’s famous pancakes, available in milk, flax, egg and Japanese-style varieties. They make a perfect companion with tea and a great gift for home.","No.12, Songgao Rd., Xinyi Dist., Taipei City Taiwan, R.O.C",Taipei City Hall,https://www.travel.taipei/en/gourmet/details/669,
122,KanPai 乾杯 本店,"Cheers Izakaya is a Japanese drinking establishment which also serves food to accompany the drinks. It is very popular among young customers. Every night, after 8pm. all customers cheer each other, and then you can get one more free beer. It is so popular that has one branch to serve more customers.","No. 17, Lane 236, Sec. 1, Dunhua S. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Zhongxiao Fuxing,https://www.travel.taipei/en/gourmet/details/655,
123,Golden Formosa 金蓬萊遵古臺菜,"Following the traditional Taiwanese cuisine, ""Golden Formosa"" provides many classic local cuisine like juicy texture Deep-Fried Spare Ribs; rich but not greasy taste of ""Steamed Assorted Meats in Chinese Casserole"" which follows Fujian cooking skill.
 
 Customers can experience the original taste and flavor of chicken by ordering ""Taiwan-Species Chicken"". ""Golden Formosa"" insists to carry forward the feature of Taiwanese cuisine, therefore, becomes the first choice of gourmets.
Tue.~Sun. 11:30 - 14:30; 17:30 - 21:30","No.101, Tianmu E. Rd., Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/gourmet/details/662,
124,Jin-Chun-Fa Beef Restaurant 金春發牛肉麵,Opening Hours: Tue-Sun 11:00AM-9:30PM; closed on Mondays,"No. 20, Tianshui Rd., Datong Dist., Taipei City Taiwan, R.O.C",Beimen,https://www.travel.taipei/en/gourmet/details/650,
125,Dream of Hobbiton 夢見哈比屯,"Integrating the story of the Lords of the Ring and Bali Islan, the Dream of Hobbiton brings people the leisure, happiness and gourmet of the Hobbitons. Eating at this restaurant, customers seem to travel to the exotic world of the Lords of the Ring. Dream of Hobbiton brings you the gourmet dishes and fine wines of the legendary people, who eat six times a day. Consisting of five floors, there is a different theme at each level. Customers are free to choose from suites and romantic dining halls for different experiences!
AM11:30-PM11:00","No.7-2, Ally 11, Section 2, Zhongshan North Road, Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan,https://www.travel.taipei/en/gourmet/details/645,
126,New-Puen Chinese Restaurant 新葡苑粵式料理,"""New-Puen Chinese Restaurant"" combines Cantonese snakes, HK barbecue, and Japanese desserts all together such as “Zhen Jiang Fried/Steamed Pig Knuckles”, the speciality, ""Cabbage with Meatballs"", ""Spicy Boiled Beef"", and ""Hangzhou Cod-and-Shrimp Gluten"". With more than 20-year cooking experience, New- Puen keeps providing various delicate and seasonal cuisines for their customers. Either rich texture in winter or refreshing tastes in summer, New-Puen hopes their customers can enjoy the unique flavors of delicacies they serve.
Mon.-Sun./Holiday 
11:00~14:00 ; 17:00-21:30","No.24-3, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan,https://www.travel.taipei/en/gourmet/details/643,
127,Li's Cake Shop 李製餅家,11:00~21:00,", No. 156, Linsen N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan,https://www.travel.taipei/en/gourmet/details/639,
128,Olympia Foods 世運食品,08:00~22:00,"No.103, Bo-ai Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Ximen,https://www.travel.taipei/en/gourmet/details/641,
129,Celestial Restaurant 天廚菜館,"The high-quality and delicate cuisine with regular price is the reason why Celestial Restaurant can be so popular among customers and had won so many awards. ""Peking Roasted Duck"" is using traditional skills inherited from the experienced chef, and the crispy skin and juicy flesh make this delicacy become the specialty of Celestial Restaurant. Besides, customers can experience, too, the chef’s authentic culinary skills by enjoying those delicate and popular dishes like “Fried Shredded Chicken with Peas”.
Daily am11:00-14:00、pm17:00-21:00，Closed:The Dragon Festival, The Moon Festival","3F., No. 1, Nanjing W. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan,https://www.travel.taipei/en/gourmet/details/649,
130,Ji Pin Restaurant 吉品海鮮餐廳,"In Ji Pin Restaurant, all the top grade shark fins and abalones will be cooked by Mr. Liang, the General Manager of Ji Pin, who learned the cooking from the famous Master Chef Yang of ""Ah Yi Abalone Restaurant"" in Hong Kong. Just like the ""Braised Hokkaido Sea Cucumber and Goose Web with Rich Sauce"", one of Mr. Liang's highly recommended specialities, Ji Pin is positioned at luxury seafood market, though people still can get affordable Taiwanese style dishes and great Dim Sum like the most popular ""Cantonese Steamed Buns with Salty Egg Yolk and Sweet Butter"".
Daily am11:30-14:30；pm17:30-22:00","2F., No.236, Sec. 4, Sinyi Rd., Xinyi Dist., Taipei City Taiwan, R.O.C",Xinyi Anhe,https://www.travel.taipei/en/gourmet/details/642,
131,Feng Pu Tea House 峰圃茶莊,"Mon-Sat 09:00-21:00, Sun 09:00-19:00
Closed on Chinese New Year holidays (3 days)
The descendants of Feng Pu’s Jiang family now operate separately in the shops located at Chongqing South Road, Jilin Road and Chongqing North Road, and share the name of the old shop. The treasure of the shop is the business seal of the founder, with “honesty” carved on it, which is the business policy of Feng Pu Tea House. 
To savor a cup of good tea, you have to come to the century-old tea house, Feng Pu Tea House. Feng Pu’s tea leaves, such as Tieguanyin and Dong Ding Oolong, are specially selected from various places, such as Alishan, Hsinchu and Taipei. The product is genuine, reasonably priced and excellent value for money; old friends or new acquaintances are all welcome.","No. 86, Sec. 1, Hankou St. (Preparation Center), Zhongzheng Dist., Taipei City Taiwan, R.O.C",Ximen,https://www.travel.taipei/en/gourmet/details/647,
132,Pu-yi 塗姆埔里小吃,"The chef is a grandma. She knows how to use few wild vegetables, inexpensive ingredients such as onions and mushroom to cook simple, original, and delicious food.
11:30~14:00、17:00~21:00","No. 65, Lane 8, Tianmu E. Rd., Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/gourmet/details/638,
133,"Chao Ping Ji, San Want Hotel Taipei 神旺大飯店-潮品集","From the south coast of China, Chaochou cuisine style food uses a lot of fresh seafood and special sauces only for certain dishes, and among which, the Marina Goose Slices dish in Chao Ping Ji Restaurant at San Want Hotel Taipei is one of the best. Executive Chef Ho cooks the goose with the aged infusion and paired with the homemade garlic vinegar sauce to serve. Chao Ping Ji also serves Dim Sum style food and special desert menu that will satisfy all gourmands.
Daily11:30-14:30,17:30~2100；holiday:11:14:30,17:30-21:00","2F~3F., No.172, Sec. 4, Jhongsiao E. Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Zhongxiao Dunhua,https://www.travel.taipei/en/gourmet/details/648,
134,Yi Pin Shan Si Sliced Noodles 一品山西刀削麵之家,"Yipin Shanxi Sliced Noodles has earned a loyal following for its delicious, healthy and reasonably priced hand-sliced noodle creations. Founded on Yongkang Street, the restaurant opened a branch in Taipei's Tianmu area in 1997. The specialty of the house is tomato beef noodles made with stewed whole tomatoes and incredibly chewy noodles sliced as you watch by a master of the art. Other popular menu items include old-style noodles with soybean paste, fried meat pies, flaky pancakes, fried shredded pancakes, and chow mein.
Sunday: 10:30 – 14:00, 17:00 – 20:30
Monday: Off day
Tuesday: 10:30 – 14:00, 17:00 – 20:30
Wednesday: 10:30 – 14:00, 17:00 – 20:30
Thursday: 10:30 – 14:00, 17:00 – 20:30
Friday: 10:30 – 14:00, 17:00 – 20:30
Saturday: 10:30 – 14:00, 17:00 – 20:30","No.10-6, Yongkang St., Da'an Dist., Taipei City Taiwan, R.O.C",Dongmen,https://www.travel.taipei/en/gourmet/details/646,
135,My Kitchen is Your Kitchen 你家我家客家菜,11:00-14:00、17:00-21:00,"No. 135, Jilin Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Xingtian Temple,https://www.travel.taipei/en/gourmet/details/651,
136,Florida Bakery 福利麵包(中山店),"Founded in Shanghai, Florida Bakery has been in business in Taiwan for a half century. During its early years on the island, the bakery supplied baked goods for US military advisors and later for airlines as well.
 
 Over the intervening decades, the bakery has maintained a faithful clientele and earned top prizes in several bakery good competitions. Florida Bakery's best seller is garlic bread, which can also ordered online.
Daily 06:30~23:00","No. 23-5, Sec. 3, Zhongshan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan Elementary School,https://www.travel.taipei/en/gourmet/details/656,
137,Dongmen Dumplings 東門餃子館,"Starting out as a hawker around Yongkang Street five decades ago, Dongmen Dumpling is currently operated by the founder’s grandchildren. With the experienced chefs’ relentless improvement efforts, Dongmen is often fully booked despite a seating capacity of up to hundreds of people.
 
 The diverse menu of Dongmen includes dumplings, pot stickers and Northern Chinese cuisine that has continued to lure so many foreigners!
 
 Among Dongmen’s best-sellers, the Pork Dumplings are shredded daikon and pork wrapped in handmade dough; Premium Meat & Leek Dumplings contain refreshingly crispy leek; Veggie Dumplings are non-greasy, and Premium Shrimp Dumplings are lusciously plump; both Hot and Sour Soup and Pork-Seafood Soup are loved by soup connoisseurs; and the Scallion Pancakes have a distinctive aroma. Dongmen’s secret weapons such as the Shredded Chicken Breast and Green Bean Noodles and a colorful range of exclusive side dishes, beef jelly among others, are equally impeccable.
Opening Hours: Mon-Fri 11:00AM-2:30PM; 5:00PM-9:00PM; weekends/holidays 11:00AM-3:00PM; 5:00PM-9:30PM
closed on 2nd and 4th Thursdays every month","No. 37, Lane 31, Section 2, Jinshan South Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Dongmen,https://www.travel.taipei/en/gourmet/details/654,
138,I Ij Sheng Fashion Bakery 一之軒時尚烘培,"07:00~23:30, Monday - Friday
The most popular choices are Golden Horn Pineapple Cake, Oriental Luosong Bread, and Japanese Chiffon Cake that is the same level of deliciousness as those baked in a six star restaurant. The Green Bean Ice Cake uses only premium bean curd and red bean filling, is flavored with sesame oil, and tastes especially soft and refreshing; the handmade mochi is a traditional snack produced with only conventional techniques and has 12 innovative flavors; the cold and smooth mousse feels very fresh and cool; pure mochi tastes ultra soft, when dipped in a thick and rich sauce, it tastes very unique and yummy.","No.53, Shida Rd., Da'an Dist., Taipei City Taiwan, R.O.C",Taipower Building,https://www.travel.taipei/en/gourmet/details/652,
139,San Xian 三鱻食府,"San Xian has built its name on healthy and innovative new-style Chinese cuisine. One of the menu favorites is tender meat slices marinated in red yeast and crispy fried to a mouth-melting texture. The house fried rice and steamed rice are also served with a sprinkling of red yeast to give them a slightly sweet and fragrant taste. During the bluefin tuna season, the head chef presents several creative and tasty dishes using various parts of bluefin tuna.
1.Tues~Sun 11:30 to 14:00, 17:30 to 21:00
2.Closed: Mondays","No. 15-1, Shaosing S. St., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Shandao Temple,https://www.travel.taipei/en/gourmet/details/635,
140,Chang Beef Noodles 老張牛肉麵,"The reputed dishes are spicy and stewed beef noodle and its beef noodle advertises a Sichuan flavor. The soup spreads light herbs smell, and is heavily spicy. No wonder it won the Taipei beef noodle competition champions in two categories in 2006.
11:00 - 21:15(Closed on Saturday)","No.48, Sec. 2, Hangzhou S. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Chiang Kai-Shek Memorial Hall,https://www.travel.taipei/en/gourmet/details/640,
141,Chiayi chicken on rice and braised pork on rice 嘉義雞肉滷肉飯,"5:00pm-12:30am 
All year
The light and sweet chicken mushroom soup, with huge chicken legs is fresh, tender and delicious. You can even refill your soup bowl for free.The customer’s favorite is sesame red meat soup, which has a thick piece of red meat seasoned with ginger shreds. This is a delicacy you must have during the winter. As for seafood lovers, the boneless milkfish soup is worth your while as well.","Shuangcheng Street night market, Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongshan Elementary School,https://www.travel.taipei/en/gourmet/details/685,
